cod_ibge;tiposeade;estadual;federal;municipal;particular;total_geral
3514106;Consultório Isolado;0;0;1;42;43
3514106;Diagnose e Terapia;0;0;0;5;5
3514106;Hospital;0;0;0;1;1
3514106;Outros;0;0;3;0;3
3514106;Pronto Atendimento;0;0;0;0;0
3514106;Unidade Básica de Saúde;0;0;5;0;5
3514106;Unidade de Saúde Mental ;0;0;1;0;1
3514106;Unidade Móvel;0;0;0;0;0
3514106;Vigilância em Saúde;0;0;0;0;0
3514205;Clínica;0;0;0;0;0
3514205;Consultório Isolado;0;0;0;1;1
3514205;Diagnose e Terapia;0;0;0;0;0
3514205;Hospital;0;0;0;0;0
3514205;Outros;0;0;1;0;1
3514205;Pronto Atendimento;0;0;0;0;0
3514205;Unidade Básica de Saúde;0;0;2;0;2
3514205;Unidade de Saúde Mental ;0;0;0;0;0
3514205;Unidade Móvel;0;0;0;0;0
3514205;Vigilância em Saúde;0;0;0;0;0
3514304;Clínica;0;0;0;3;3
3514304;Consultório Isolado;0;0;0;8;8
3514304;Diagnose e Terapia;0;0;0;1;1
3514304;Hospital;0;0;1;1;2
3514304;Outros;0;0;2;0;2
3514304;Pronto Atendimento;0;0;1;0;1
3514304;Unidade Básica de Saúde;0;0;3;0;3
3514304;Unidade de Saúde Mental ;0;0;0;0;0
3514304;Unidade Móvel;0;0;0;0;0
3514304;Vigilância em Saúde;0;0;0;0;0
3514403;Clínica;1;0;2;14;17
3514403;Consultório Isolado;0;0;1;235;236
3514403;Diagnose e Terapia;0;1;3;7;11
3514403;Hospital;0;0;0;1;1
3514403;Outros;0;0;1;2;3
3514403;Pronto Atendimento;0;0;2;1;3
3514403;Unidade Básica de Saúde;1;0;11;1;13
3514403;Unidade de Saúde Mental ;0;0;1;0;1
3514403;Unidade Móvel;0;0;0;0;0
3514403;Vigilância em Saúde;0;0;1;0;1
3514502;Clínica;0;0;0;1;1
3514502;Consultório Isolado;0;0;0;40;40
3514502;Diagnose e Terapia;0;0;0;6;6
3514502;Hospital;0;0;0;1;1
3514502;Outros;0;0;1;0;1
3514502;Pronto Atendimento;0;0;0;0;0
3514502;Unidade Básica de Saúde;0;0;6;0;6
3514502;Unidade de Saúde Mental ;0;0;1;0;1
3514502;Unidade Móvel;0;0;3;0;3
3514502;Vigilância em Saúde;0;0;0;0;0
3514601;Clínica;0;0;0;0;0
3514601;Consultório Isolado;0;0;0;0;0
3514601;Diagnose e Terapia;0;0;0;0;0
3514601;Hospital;0;0;0;0;0
3514601;Outros;0;0;2;0;2
3514601;Pronto Atendimento;0;0;0;0;0
3514601;Unidade Básica de Saúde;0;0;2;0;2
3514601;Unidade de Saúde Mental ;0;0;0;0;0
3514601;Unidade Móvel;0;0;1;0;1
3514601;Vigilância em Saúde;0;0;0;0;0
3514700;Clínica;0;0;0;0;0
3514700;Consultório Isolado;0;0;0;1;1
3514700;Diagnose e Terapia;0;0;0;1;1
3514700;Hospital;0;0;0;0;0
3514700;Outros;0;0;2;0;2
3514700;Pronto Atendimento;0;0;1;0;1
3514700;Unidade Básica de Saúde;0;0;2;0;2
3514700;Unidade de Saúde Mental ;0;0;0;0;0
3514700;Unidade Móvel;0;0;0;0;0
3514700;Vigilância em Saúde;0;0;0;0;0
3514809;Clínica;0;0;1;2;3
3514809;Consultório Isolado;0;0;0;1;1
3514809;Diagnose e Terapia;0;0;0;0;0
3514809;Hospital;0;0;0;0;0
3514809;Outros;0;0;3;0;3
3514809;Pronto Atendimento;0;0;1;0;1
3514809;Unidade Básica de Saúde;0;0;10;0;10
3514809;Unidade de Saúde Mental ;0;0;1;0;1
3514809;Unidade Móvel;0;0;0;0;0
3514809;Vigilância em Saúde;0;0;0;0;0
3514908;Clínica;0;0;1;1;2
3514908;Consultório Isolado;0;0;0;3;3
3514908;Diagnose e Terapia;0;0;0;2;2
3514908;Hospital;0;0;0;0;0
3514908;Outros;0;0;1;0;1
3514908;Pronto Atendimento;0;0;0;0;0
3514908;Unidade Básica de Saúde;0;0;5;0;5
3514908;Unidade de Saúde Mental ;0;0;1;0;1
3514908;Unidade Móvel;0;0;0;0;0
3514908;Vigilância em Saúde;0;0;0;0;0
3514924;Clínica;0;0;0;0;0
3514924;Consultório Isolado;0;0;0;1;1
3514924;Diagnose e Terapia;0;0;0;0;0
3514924;Hospital;0;0;0;0;0
3514924;Outros;0;0;1;0;1
3514924;Pronto Atendimento;0;0;0;0;0
3514924;Unidade Básica de Saúde;0;0;1;0;1
3514924;Unidade de Saúde Mental ;0;0;0;0;0
3514924;Unidade Móvel;0;0;1;0;1
3514924;Vigilância em Saúde;0;0;0;0;0
3514957;Clínica;0;0;0;0;0
3514957;Consultório Isolado;0;0;0;0;0
3514957;Diagnose e Terapia;0;0;0;1;1
3514957;Hospital;0;0;0;0;0
3514957;Outros;0;0;1;0;1
3514957;Pronto Atendimento;0;0;0;0;0
3514957;Unidade Básica de Saúde;0;0;1;0;1
3514957;Unidade de Saúde Mental ;0;0;0;0;0
3514957;Unidade Móvel;0;0;0;0;0
3514957;Vigilância em Saúde;0;0;0;0;0
3515004;Clínica;0;0;5;8;13
3515004;Consultório Isolado;0;0;0;85;85
3515004;Diagnose e Terapia;0;0;0;1;1
3515004;Hospital;0;0;4;2;6
3515004;Outros;0;0;4;0;4
3515004;Pronto Atendimento;0;0;1;0;1
3515004;Unidade Básica de Saúde;0;0;18;0;18
3515004;Unidade de Saúde Mental ;0;0;3;0;3
3515004;Unidade Móvel;0;0;4;0;4
3515004;Vigilância em Saúde;0;0;2;0;2
3515103;Clínica;0;0;1;8;9
3515103;Consultório Isolado;0;0;1;8;9
3515103;Diagnose e Terapia;0;0;0;2;2
3515103;Hospital;0;0;0;0;0
3515103;Outros;0;0;4;3;7
3515103;Pronto Atendimento;0;0;1;0;1
3515103;Unidade Básica de Saúde;0;0;13;0;13
3515103;Unidade de Saúde Mental ;0;0;1;0;1
3515103;Unidade Móvel;0;0;2;0;2
3515103;Vigilância em Saúde;0;0;1;0;1
3515129;Clínica;0;0;0;0;0
3515129;Consultório Isolado;0;0;0;1;1
3515129;Diagnose e Terapia;0;0;0;0;0
3515129;Hospital;0;0;0;0;0
3515129;Outros;0;0;1;0;1
3515129;Pronto Atendimento;0;0;0;0;0
3515129;Unidade Básica de Saúde;0;0;1;0;1
3515129;Unidade de Saúde Mental ;0;0;0;0;0
3515129;Unidade Móvel;0;0;0;0;0
3515129;Vigilância em Saúde;0;0;0;0;0
3515152;Clínica;0;0;2;5;7
3515152;Consultório Isolado;0;0;0;15;15
3515152;Diagnose e Terapia;0;0;1;1;2
3515152;Hospital;0;0;0;0;0
3515152;Outros;0;0;4;1;5
3515152;Pronto Atendimento;0;0;1;0;1
3515152;Unidade Básica de Saúde;0;0;5;0;5
3515152;Unidade de Saúde Mental ;0;0;1;0;1
3515152;Unidade Móvel;0;0;0;0;0
3515152;Vigilância em Saúde;0;0;0;0;0
3515186;Clínica;0;0;0;23;23
3515186;Consultório Isolado;0;0;0;138;138
3515186;Diagnose e Terapia;0;0;2;5;7
3515186;Hospital;0;0;0;3;3
3515186;Outros;0;0;3;0;3
3515186;Pronto Atendimento;0;0;0;0;0
3515186;Unidade Básica de Saúde;0;0;7;0;7
3515186;Unidade de Saúde Mental ;0;0;2;0;2
3515186;Unidade Móvel;0;0;1;0;1
3515186;Vigilância em Saúde;0;0;2;0;2
3515194;Clínica;0;0;0;0;0
3515194;Consultório Isolado;0;0;0;0;0
3515194;Diagnose e Terapia;0;0;1;1;2
3515194;Hospital;0;0;0;0;0
3515194;Outros;0;0;1;0;1
3515194;Pronto Atendimento;0;0;0;0;0
3515194;Unidade Básica de Saúde;0;0;2;0;2
3515194;Unidade de Saúde Mental ;0;0;0;0;0
3515194;Unidade Móvel;0;0;0;0;0
3515194;Vigilância em Saúde;0;0;0;0;0
3515202;Clínica;0;0;0;4;4
3515202;Consultório Isolado;0;0;0;22;22
3515202;Diagnose e Terapia;0;0;0;1;1
3515202;Hospital;0;0;0;1;1
3515202;Outros;0;0;2;0;2
3515202;Pronto Atendimento;0;0;0;0;0
3515202;Unidade Básica de Saúde;0;0;3;0;3
3515202;Unidade de Saúde Mental ;0;0;0;0;0
3515202;Unidade Móvel;0;0;1;0;1
3515202;Vigilância em Saúde;0;0;0;0;0
3515301;Clínica;0;0;0;0;0
3515301;Consultório Isolado;0;0;0;0;0
3515301;Diagnose e Terapia;0;0;0;0;0
3515301;Hospital;0;0;0;0;0
3515301;Outros;0;0;1;0;1
3515301;Pronto Atendimento;0;0;0;0;0
3515301;Unidade Básica de Saúde;0;0;1;0;1
3515301;Unidade de Saúde Mental ;0;0;0;0;0
3515301;Unidade Móvel;0;0;0;0;0
3515301;Vigilância em Saúde;0;0;0;0;0
3515350;Clínica;0;0;1;1;2
3515350;Consultório Isolado;0;0;0;3;3
3515350;Diagnose e Terapia;0;0;0;1;1
3515350;Hospital;0;0;0;0;0
3515350;Outros;0;0;2;0;2
3515350;Pronto Atendimento;0;0;0;0;0
3515350;Unidade Básica de Saúde;0;0;5;0;5
3515350;Unidade de Saúde Mental ;0;0;0;0;0
3515350;Unidade Móvel;0;0;1;0;1
3515350;Vigilância em Saúde;0;0;1;0;1
3515400;Clínica;0;0;0;3;3
3515400;Consultório Isolado;0;0;1;25;26
3515400;Diagnose e Terapia;0;0;0;5;5
3515400;Hospital;0;0;0;1;1
3515400;Outros;0;0;1;1;2
3515400;Pronto Atendimento;0;0;0;0;0
3515400;Unidade Básica de Saúde;0;0;4;0;4
3515400;Unidade de Saúde Mental ;0;0;0;0;0
3515400;Unidade Móvel;0;0;1;0;1
3515400;Vigilância em Saúde;0;0;2;0;2
3515509;Clínica;2;0;8;184;194
3515509;Consultório Isolado;0;0;0;271;271
3515509;Diagnose e Terapia;0;0;1;28;29
3515509;Hospital;0;0;0;3;3
3515509;Outros;0;0;6;24;30
3515509;Pronto Atendimento;0;0;1;0;1
3515509;Unidade Básica de Saúde;0;0;22;0;22
3515509;Unidade de Saúde Mental ;0;0;2;0;2
3515509;Unidade Móvel;0;0;5;0;5
3515509;Vigilância em Saúde;0;0;3;0;3
3515608;Clínica;0;0;2;1;3
3515608;Consultório Isolado;0;0;0;4;4
3515608;Diagnose e Terapia;0;0;0;2;2
3515608;Hospital;0;0;0;0;0
3515608;Outros;0;0;1;0;1
3515608;Pronto Atendimento;0;0;1;0;1
3515608;Unidade Básica de Saúde;0;0;2;0;2
3515608;Unidade de Saúde Mental ;0;0;0;0;0
3515608;Unidade Móvel;0;0;0;0;0
3515608;Vigilância em Saúde;0;0;0;0;0
3515657;Clínica;0;0;0;0;0
3515657;Consultório Isolado;0;0;0;0;0
3515657;Diagnose e Terapia;0;0;0;0;0
3515657;Hospital;0;0;0;0;0
3515657;Outros;0;0;2;0;2
3515657;Pronto Atendimento;0;0;0;0;0
3515657;Unidade Básica de Saúde;0;0;1;0;1
3515657;Unidade de Saúde Mental ;0;0;0;0;0
3515657;Unidade Móvel;0;0;0;0;0
3515657;Vigilância em Saúde;0;0;0;0;0
3515707;Clínica;0;0;11;6;17
3515707;Consultório Isolado;0;0;1;18;19
3515707;Diagnose e Terapia;0;0;0;8;8
3515707;Hospital;1;0;1;0;2
3515707;Outros;0;0;5;0;5
3515707;Pronto Atendimento;0;0;0;0;0
3515707;Unidade Básica de Saúde;0;0;13;0;13
3515707;Unidade de Saúde Mental ;0;0;1;0;1
3515707;Unidade Móvel;0;0;8;0;8
3515707;Vigilância em Saúde;0;0;2;0;2
3515806;Clínica;0;0;1;0;1
3515806;Consultório Isolado;0;0;0;0;0
3515806;Diagnose e Terapia;0;0;0;0;0
3515806;Hospital;0;0;0;0;0
3515806;Outros;0;0;2;0;2
3515806;Pronto Atendimento;0;0;0;0;0
3515806;Unidade Básica de Saúde;0;0;1;0;1
3515806;Unidade de Saúde Mental ;0;0;0;0;0
3515806;Unidade Móvel;0;0;0;0;0
3515806;Vigilância em Saúde;0;0;0;0;0
3515905;Clínica;0;0;1;0;1
3515905;Consultório Isolado;0;0;0;1;1
3515905;Diagnose e Terapia;0;0;0;1;1
3515905;Hospital;0;0;0;0;0
3515905;Outros;0;0;1;0;1
3515905;Pronto Atendimento;0;0;0;0;0
3515905;Unidade Básica de Saúde;0;0;2;0;2
3515905;Unidade de Saúde Mental ;0;0;0;0;0
3515905;Unidade Móvel;0;0;0;0;0
3515905;Vigilância em Saúde;0;0;0;0;0
3516002;Clínica;0;0;0;0;0
3516002;Consultório Isolado;0;0;0;4;4
3516002;Diagnose e Terapia;0;0;1;2;3
3516002;Hospital;0;0;0;1;1
3516002;Outros;0;0;2;0;2
3516002;Pronto Atendimento;0;0;0;0;0
3516002;Unidade Básica de Saúde;1;0;5;0;6
3516002;Unidade de Saúde Mental ;0;0;1;0;1
3516002;Unidade Móvel;0;0;0;0;0
3516002;Vigilância em Saúde;0;0;0;0;0
3516101;Clínica;0;0;0;0;0
3516101;Consultório Isolado;0;0;0;0;0
3516101;Diagnose e Terapia;0;0;1;0;1
3516101;Hospital;0;0;0;0;0
3516101;Outros;0;0;3;0;3
3516101;Pronto Atendimento;0;0;0;0;0
3516101;Unidade Básica de Saúde;1;0;2;0;3
3516101;Unidade de Saúde Mental ;0;0;0;0;0
3516101;Unidade Móvel;0;0;0;0;0
3516101;Vigilância em Saúde;0;0;0;0;0
3516200;Clínica;1;0;8;86;95
3516200;Consultório Isolado;2;0;5;830;837
3516200;Diagnose e Terapia;0;0;2;32;34
3516200;Hospital;1;0;0;5;6
3516200;Outros;4;0;8;4;16
3516200;Pronto Atendimento;0;0;4;0;4
3516200;Unidade Básica de Saúde;1;0;22;0;23
3516200;Unidade de Saúde Mental ;0;0;4;0;4
3516200;Unidade Móvel;1;0;4;2;7
3516200;Vigilância em Saúde;0;0;5;0;5
3516309;Clínica;0;0;5;8;13
3516309;Consultório Isolado;0;0;0;42;42
3516309;Diagnose e Terapia;0;0;1;4;5
3516309;Hospital;1;0;0;1;2
3516309;Outros;0;0;3;2;5
3516309;Pronto Atendimento;0;0;1;0;1
3516309;Unidade Básica de Saúde;0;0;12;0;12
3516309;Unidade de Saúde Mental ;0;0;3;0;3
3516309;Unidade Móvel;0;0;1;0;1
3516309;Vigilância em Saúde;0;0;1;0;1
3516408;Clínica;2;0;6;10;18
3516408;Consultório Isolado;1;0;2;47;50
3516408;Diagnose e Terapia;0;0;0;11;11
3516408;Hospital;3;0;1;1;5
3516408;Outros;2;0;12;0;14
3516408;Pronto Atendimento;0;0;2;0;2
3516408;Unidade Básica de Saúde;7;0;15;0;22
3516408;Unidade de Saúde Mental ;0;0;3;0;3
3516408;Unidade Móvel;0;0;0;0;0
3516408;Vigilância em Saúde;1;0;4;0;5
3516507;Clínica;0;0;0;0;0
3516507;Consultório Isolado;0;0;0;0;0
3516507;Diagnose e Terapia;0;0;0;0;0
3516507;Hospital;0;0;0;0;0
3516507;Outros;0;0;1;1;2
3516507;Pronto Atendimento;0;0;0;0;0
3516507;Unidade Básica de Saúde;0;0;1;0;1
3516507;Unidade de Saúde Mental ;0;0;0;0;0
3516507;Unidade Móvel;0;0;0;0;0
3516507;Vigilância em Saúde;0;0;0;0;0
3516606;Clínica;0;0;0;2;2
3516606;Consultório Isolado;0;0;0;6;6
3516606;Diagnose e Terapia;0;0;0;1;1
3516606;Hospital;0;0;0;1;1
3516606;Outros;0;0;2;0;2
3516606;Pronto Atendimento;0;0;0;0;0
3516606;Unidade Básica de Saúde;0;0;2;0;2
3516606;Unidade de Saúde Mental ;0;0;0;0;0
3516606;Unidade Móvel;0;0;0;0;0
3516606;Vigilância em Saúde;0;0;0;0;0
3516705;Clínica;0;0;4;9;13
3516705;Consultório Isolado;0;0;0;48;48
3516705;Diagnose e Terapia;0;0;0;2;2
3516705;Hospital;0;0;0;5;5
3516705;Outros;0;0;5;0;5
3516705;Pronto Atendimento;0;0;1;0;1
3516705;Unidade Básica de Saúde;0;0;13;0;13
3516705;Unidade de Saúde Mental ;0;0;2;0;2
3516705;Unidade Móvel;0;0;1;0;1
3516705;Vigilância em Saúde;0;0;1;0;1
3516804;Clínica;0;0;0;0;0
3516804;Consultório Isolado;0;0;0;0;0
3516804;Diagnose e Terapia;0;0;0;0;0
3516804;Hospital;0;0;0;0;0
3516804;Outros;0;0;1;0;1
3516804;Pronto Atendimento;0;0;0;0;0
3516804;Unidade Básica de Saúde;0;0;1;0;1
3516804;Unidade de Saúde Mental ;0;0;0;0;0
3516804;Unidade Móvel;0;0;0;0;0
3516804;Vigilância em Saúde;0;0;0;0;0
3516853;Clínica;0;0;0;0;0
3516853;Consultório Isolado;0;0;0;3;3
3516853;Diagnose e Terapia;0;0;0;0;0
3516853;Hospital;0;0;0;0;0
3516853;Outros;0;0;1;0;1
3516853;Pronto Atendimento;0;0;1;0;1
3516853;Unidade Básica de Saúde;0;0;3;0;3
3516853;Unidade de Saúde Mental ;0;0;0;0;0
3516853;Unidade Móvel;0;0;0;0;0
3516853;Vigilância em Saúde;0;0;0;0;0
3516903;Clínica;0;0;1;2;3
3516903;Consultório Isolado;0;0;0;9;9
3516903;Diagnose e Terapia;0;0;1;3;4
3516903;Hospital;0;0;0;1;1
3516903;Outros;0;0;2;0;2
3516903;Pronto Atendimento;0;0;0;0;0
3516903;Unidade Básica de Saúde;0;0;5;0;5
3516903;Unidade de Saúde Mental ;0;0;0;0;0
3516903;Unidade Móvel;0;0;0;0;0
3516903;Vigilância em Saúde;0;0;1;0;1
3517000;Clínica;0;0;0;0;0
3517000;Consultório Isolado;0;0;0;14;14
3517000;Diagnose e Terapia;0;0;0;0;0
3517000;Hospital;0;0;0;1;1
3517000;Outros;0;0;2;0;2
3517000;Pronto Atendimento;0;0;0;0;0
3517000;Unidade Básica de Saúde;1;0;4;0;5
3517000;Unidade de Saúde Mental ;0;0;0;0;0
3517000;Unidade Móvel;0;0;0;0;0
3517000;Vigilância em Saúde;0;0;0;0;0
3517109;Clínica;0;0;1;0;1
3517109;Consultório Isolado;0;0;0;1;1
3517109;Diagnose e Terapia;0;0;0;0;0
3517109;Hospital;0;0;0;0;0
3517109;Outros;0;0;1;0;1
3517109;Pronto Atendimento;0;0;0;0;0
3517109;Unidade Básica de Saúde;0;0;2;0;2
3517109;Unidade de Saúde Mental ;0;0;0;0;0
3517109;Unidade Móvel;0;0;0;0;0
3517109;Vigilância em Saúde;0;0;0;0;0
3517208;Clínica;0;0;1;1;2
3517208;Consultório Isolado;0;0;0;8;8
3517208;Diagnose e Terapia;0;0;0;2;2
3517208;Hospital;0;0;0;0;0
3517208;Outros;0;0;1;0;1
3517208;Pronto Atendimento;0;0;0;0;0
3517208;Unidade Básica de Saúde;0;0;5;0;5
3517208;Unidade de Saúde Mental ;0;0;0;0;0
3517208;Unidade Móvel;0;0;0;0;0
3517208;Vigilância em Saúde;0;0;0;0;0
3517307;Clínica;0;0;0;0;0
3517307;Consultório Isolado;0;0;0;3;3
3517307;Diagnose e Terapia;0;0;0;0;0
3517307;Hospital;0;0;0;0;0
3517307;Outros;0;0;3;0;3
3517307;Pronto Atendimento;0;0;1;0;1
3517307;Unidade Básica de Saúde;0;0;2;0;2
3517307;Unidade de Saúde Mental ;0;0;0;0;0
3517307;Unidade Móvel;0;0;0;0;0
3517307;Vigilância em Saúde;0;0;0;0;0
3517406;Clínica;0;0;2;8;10
3517406;Consultório Isolado;0;0;0;73;73
3517406;Diagnose e Terapia;0;0;1;6;7
3517406;Hospital;0;0;0;1;1
3517406;Outros;0;0;3;1;4
3517406;Pronto Atendimento;0;0;1;0;1
3517406;Unidade Básica de Saúde;0;0;9;0;9
3517406;Unidade de Saúde Mental ;0;0;1;0;1
3517406;Unidade Móvel;0;0;1;0;1
3517406;Vigilância em Saúde;0;0;1;0;1
3517505;Clínica;0;0;0;5;5
3517505;Consultório Isolado;0;0;2;9;11
3517505;Diagnose e Terapia;0;0;0;2;2
3517505;Hospital;0;0;0;0;0
3517505;Outros;0;0;2;1;3
3517505;Pronto Atendimento;0;0;1;0;1
3517505;Unidade Básica de Saúde;0;0;9;0;9
3517505;Unidade de Saúde Mental ;0;0;1;0;1
3517505;Unidade Móvel;0;0;0;0;0
3517505;Vigilância em Saúde;0;0;1;0;1
3517604;Clínica;0;0;1;1;2
3517604;Consultório Isolado;0;0;0;1;1
3517604;Diagnose e Terapia;0;0;1;2;3
3517604;Hospital;0;0;1;0;1
3517604;Outros;0;0;4;1;5
3517604;Pronto Atendimento;0;0;0;0;0
3517604;Unidade Básica de Saúde;0;0;7;0;7
3517604;Unidade de Saúde Mental ;0;0;1;0;1
3517604;Unidade Móvel;0;0;1;0;1
3517604;Vigilância em Saúde;0;0;0;0;0
3517703;Clínica;0;0;4;2;6
3517703;Consultório Isolado;0;0;0;41;41
3517703;Diagnose e Terapia;0;0;0;2;2
3517703;Hospital;0;0;0;1;1
3517703;Outros;0;0;4;0;4
3517703;Pronto Atendimento;0;0;0;0;0
3517703;Unidade Básica de Saúde;0;0;7;0;7
3517703;Unidade de Saúde Mental ;0;0;1;0;1
3517703;Unidade Móvel;0;0;1;0;1
3517703;Vigilância em Saúde;0;0;1;0;1
3517802;Clínica;0;0;0;0;0
3517802;Consultório Isolado;0;0;0;10;10
3517802;Diagnose e Terapia;0;0;0;1;1
3517802;Hospital;0;0;0;1;1
3517802;Outros;0;0;2;0;2
3517802;Pronto Atendimento;0;0;0;0;0
3517802;Unidade Básica de Saúde;0;0;4;0;4
3517802;Unidade de Saúde Mental ;0;0;0;0;0
3517802;Unidade Móvel;0;0;0;0;0
3517802;Vigilância em Saúde;0;0;1;0;1
3517901;Clínica;0;0;2;0;2
3517901;Consultório Isolado;0;0;0;8;8
3517901;Diagnose e Terapia;0;0;1;2;3
3517901;Hospital;0;0;0;0;0
3517901;Outros;0;0;1;2;3
3517901;Pronto Atendimento;0;0;1;0;1
3517901;Unidade Básica de Saúde;0;0;4;0;4
3517901;Unidade de Saúde Mental ;0;0;0;0;0
3517901;Unidade Móvel;0;0;1;0;1
3517901;Vigilância em Saúde;0;0;1;0;1
3518008;Clínica;0;0;0;0;0
3518008;Consultório Isolado;0;0;0;1;1
3518008;Diagnose e Terapia;0;0;0;0;0
3518008;Hospital;0;0;0;0;0
3518008;Outros;0;0;1;0;1
3518008;Pronto Atendimento;0;0;0;0;0
3518008;Unidade Básica de Saúde;0;0;1;0;1
3518008;Unidade de Saúde Mental ;0;0;0;0;0
3518008;Unidade Móvel;0;0;0;0;0
3518008;Vigilância em Saúde;0;0;1;0;1
3518107;Clínica;0;0;0;0;0
3518107;Consultório Isolado;0;0;0;0;0
3518107;Diagnose e Terapia;0;0;0;0;0
3518107;Hospital;0;0;0;0;0
3518107;Outros;0;0;2;0;2
3518107;Pronto Atendimento;0;0;1;0;1
3518107;Unidade Básica de Saúde;0;0;3;0;3
3518107;Unidade de Saúde Mental ;0;0;0;0;0
3518107;Unidade Móvel;0;0;0;0;0
3518107;Vigilância em Saúde;0;0;0;0;0
3518206;Clínica;0;0;0;2;2
3518206;Consultório Isolado;0;0;9;44;53
3518206;Diagnose e Terapia;0;0;0;8;8
3518206;Hospital;0;0;0;1;1
3518206;Outros;0;0;2;0;2
3518206;Pronto Atendimento;0;0;0;0;0
3518206;Unidade Básica de Saúde;0;0;6;0;6
3518206;Unidade de Saúde Mental ;0;0;1;0;1
3518206;Unidade Móvel;0;0;0;0;0
3518206;Vigilância em Saúde;0;0;1;0;1
3518305;Clínica;0;0;0;2;2
3518305;Consultório Isolado;0;0;1;23;24
3518305;Diagnose e Terapia;0;0;0;4;4
3518305;Hospital;0;0;0;1;1
3518305;Outros;0;0;3;1;4
3518305;Pronto Atendimento;0;0;0;0;0
3518305;Unidade Básica de Saúde;0;0;5;0;5
3518305;Unidade de Saúde Mental ;0;0;1;0;1
3518305;Unidade Móvel;0;0;3;0;3
3518305;Vigilância em Saúde;0;0;1;0;1
3518404;Clínica;0;0;5;40;45
3518404;Consultório Isolado;1;0;1;367;369
3518404;Diagnose e Terapia;0;0;2;22;24
3518404;Hospital;0;1;1;5;7
3518404;Outros;1;0;4;26;31
3518404;Pronto Atendimento;0;0;1;0;1
3518404;Unidade Básica de Saúde;0;0;17;0;17
3518404;Unidade de Saúde Mental ;0;0;2;0;2
3518404;Unidade Móvel;0;0;5;1;6
3518404;Vigilância em Saúde;1;0;1;0;2
3518503;Clínica;0;0;1;0;1
3518503;Consultório Isolado;0;0;0;1;1
3518503;Diagnose e Terapia;0;0;0;3;3
3518503;Hospital;0;0;0;0;0
3518503;Outros;0;0;3;0;3
3518503;Pronto Atendimento;0;0;0;0;0
3518503;Unidade Básica de Saúde;2;0;4;0;6
3518503;Unidade de Saúde Mental ;0;0;1;0;1
3518503;Unidade Móvel;0;0;2;0;2
3518503;Vigilância em Saúde;0;0;2;0;2
3518602;Clínica;0;0;3;9;12
3518602;Consultório Isolado;0;0;0;30;30
3518602;Diagnose e Terapia;0;0;1;3;4
3518602;Hospital;0;0;0;1;1
3518602;Outros;0;0;2;0;2
3518602;Pronto Atendimento;0;0;0;0;0
3518602;Unidade Básica de Saúde;0;0;6;0;6
3518602;Unidade de Saúde Mental ;0;0;0;0;0
3518602;Unidade Móvel;0;0;1;0;1
3518602;Vigilância em Saúde;0;0;1;0;1
3518701;Clínica;0;0;8;47;55
3518701;Consultório Isolado;0;0;0;239;239
3518701;Diagnose e Terapia;0;0;2;47;49
3518701;Hospital;1;0;4;3;8
3518701;Outros;0;0;7;7;14
3518701;Pronto Atendimento;0;0;6;3;9
3518701;Unidade Básica de Saúde;0;0;25;0;25
3518701;Unidade de Saúde Mental ;0;0;4;0;4
3518701;Unidade Móvel;0;0;12;0;12
3518701;Vigilância em Saúde;0;0;2;0;2
3518800;Clínica;3;0;22;279;304
3518800;Consultório Isolado;0;1;0;671;672
3518800;Diagnose e Terapia;0;0;3;96;99
3518800;Hospital;2;0;4;14;20
3518800;Outros;1;0;11;9;21
3518800;Pronto Atendimento;0;0;9;1;10
3518800;Unidade Básica de Saúde;4;0;70;0;74
3518800;Unidade de Saúde Mental ;0;0;7;0;7
3518800;Unidade Móvel;0;0;23;5;28
3518800;Vigilância em Saúde;0;0;3;0;3
3518859;Clínica;0;0;1;0;1
3518859;Consultório Isolado;0;0;0;1;1
3518859;Diagnose e Terapia;0;0;0;1;1
3518859;Hospital;0;0;0;0;0
3518859;Outros;0;0;3;0;3
3518859;Pronto Atendimento;0;0;1;0;1
3518859;Unidade Básica de Saúde;0;0;3;0;3
3518859;Unidade de Saúde Mental ;0;0;0;0;0
3518859;Unidade Móvel;0;0;1;0;1
3518859;Vigilância em Saúde;0;0;0;0;0
3518909;Clínica;0;0;0;0;0
3518909;Consultório Isolado;0;0;0;0;0
3518909;Diagnose e Terapia;0;0;0;0;0
3518909;Hospital;0;0;0;0;0
3518909;Outros;0;0;1;0;1
3518909;Pronto Atendimento;0;0;0;0;0
3518909;Unidade Básica de Saúde;0;0;2;0;2
3518909;Unidade de Saúde Mental ;0;0;0;0;0
3518909;Unidade Móvel;0;0;0;0;0
3518909;Vigilância em Saúde;0;0;0;0;0
3519006;Clínica;0;0;1;0;1
3519006;Consultório Isolado;0;0;0;4;4
3519006;Diagnose e Terapia;0;0;0;1;1
3519006;Hospital;0;0;0;1;1
3519006;Outros;0;0;3;0;3
3519006;Pronto Atendimento;0;0;0;0;0
3519006;Unidade Básica de Saúde;0;0;6;0;6
3519006;Unidade de Saúde Mental ;0;0;1;0;1
3519006;Unidade Móvel;0;0;0;0;0
3519006;Vigilância em Saúde;0;0;1;0;1
3519055;Clínica;0;0;1;5;6
3519055;Consultório Isolado;0;0;0;23;23
3519055;Diagnose e Terapia;0;0;0;0;0
3519055;Hospital;0;0;0;0;0
3519055;Outros;0;0;2;0;2
